Time (s),DeltaTime (s)
50.7740,0.003557
50.7779,0.003851
50.7817,0.003775
50.7850,0.003359
50.7888,0.003790
50.7927,0.003877
50.7965,0.003842
50.8000,0.003507
50.8035,0.003501
50.8076,0.004036
50.8115,0.003890
50.8150,0.003520
50.8186,0.003635
50.8229,0.004256
50.8263,0.003399
50.8304,0.004099
50.8345,0.004110
50.8379,0.003419
50.8426,0.004689
50.8468,0.004162
50.8501,0.003394
50.8539,0.003730
50.8582,0.004293
50.8615,0.003335
50.8651,0.003588
50.8688,0.003674
50.8731,0.004324
50.8764,0.003274
50.8801,0.003699
50.8833,0.003285
50.8876,0.004206
50.8914,0.003881
50.8948,0.003415
50.8988,0.003994
50.9029,0.004063
50.9061,0.003169
50.9097,0.003585
50.9138,0.004127
50.9175,0.003715
50.9210,0.003471
50.9248,0.003872
50.9287,0.003885
50.9326,0.003916
50.9363,0.003658
50.9403,0.003947
50.9442,0.003909
50.9479,0.003769
50.9513,0.003386
50.9549,0.003620
50.9588,0.003849
50.9623,0.003502
50.9663,0.004010
50.9703,0.004052
50.9741,0.003730
50.9776,0.003544
50.9821,0.004503
50.9853,0.003152
50.9889,0.003658
50.9928,0.003907
50.9966,0.003726
51.0004,0.003813
51.0041,0.003725
51.0082,0.004129
51.0115,0.003218
51.0161,0.004677
51.0194,0.003244
51.0231,0.003731
51.0270,0.003902
51.0309,0.003897
51.0346,0.003690
51.0385,0.003926
51.0420,0.003496
51.0458,0.003789
51.0499,0.004129
51.0531,0.003189
51.0568,0.003714
51.0607,0.003847
51.0643,0.003567
51.0679,0.003655
51.0716,0.003680
51.0753,0.003739
51.0788,0.003504
51.0827,0.003835
51.0863,0.003619
51.0907,0.004421
51.0943,0.003641
51.0979,0.003511
51.1012,0.003381
51.1051,0.003894
51.1088,0.003670
51.1124,0.003634
51.1163,0.003821
51.1198,0.003514
51.1233,0.003558
51.1272,0.003900
51.1309,0.003665
51.1344,0.003508
51.1386,0.004221
51.1423,0.003715
51.1460,0.003638
51.1497,0.003698
51.1532,0.003518
51.1569,0.003660
51.1605,0.003693
51.1642,0.003636
51.1685,0.004350
51.1723,0.003735
51.1760,0.003770
51.1794,0.003407
51.1835,0.004060
51.1870,0.003521
51.1905,0.003484
51.1942,0.003701
51.1982,0.003988
51.2014,0.003178
51.2053,0.003932
51.2088,0.003530
51.2125,0.003616
51.2163,0.003814
51.2197,0.003436
51.2233,0.003594
51.2271,0.003852
51.2309,0.003723
51.2344,0.003523
51.2382,0.003836
51.2417,0.003435
51.2463,0.004620
51.2501,0.003809
51.2535,0.003387
51.2572,0.003697
51.2610,0.003791
51.2648,0.003789
51.2683,0.003580
51.2720,0.003703
51.2756,0.003551
51.2792,0.003637
51.2830,0.003754
51.2865,0.003568
51.2902,0.003601
51.2938,0.003682
51.2976,0.003746
51.3010,0.003456
51.3050,0.004010
51.3086,0.003541
51.3122,0.003568
